Date,Time,CrashCiudad,CrashPais,Operator,Flight #,OrigenCiudad,DestinoCiudad,Type,Registration,Cn_ln,Aboard,Fatalities,Ground,CrashLatitud,CrashLongitud,DestinoLatitud,DestinoLongitud,OrigenLatitud,OrigenLongitud,Summary
6/22/2003,23:55, Brest, France,Brit Air,5672,Dubai,Cozumel,Canadair CRJ-100ER,F-GRJS,7377,24,1,0,483.905.283,-44.860.088,204.488.829,-869.121.241,252.683.521,552.961.962,Crashed while the pilot attempted to make an  emergency landing in fog  during a storm.
06/10/1976,13:24, Bridgetown, Barbados,Cubana de Aviacion,455,New Delhi,London,McDonnell Douglas DC-8-43,CU-T1201,45611/48,73,73,0,131.018.264,-59.618.848,515.073.219,-0.1276474,286.138.967,772.159.562,The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named 'Shanghai'.
08/01/1996,, Bridgetown, Barbados,Mustique Airways,,Godman AFB,Toronto,Britten-Norman BN-2A-27 Islander,J8-VAK,436,10,1,0,131.018.264,-59.618.848,436.529.206,-793.849.008,NaN, NaN,The air mail plane crashed in fog  while en route.
09/07/1962,21:42, Brindisi, Italy,Trans Mediterranean Airways,,Charleston,Ockpo,Douglas DC-4,OD-AEC,42918,6,6,0,406.410.673,179.487.106,NaN, NaN,327.876.012,-799.402.728,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
06/05/1988,, Broennoysund, Norway,Wideroe's Flyveselksap,,Otis AFB,Karachi,de Havilland Canada DHC-7-102,LN-WFN,28,36,36,0,654.737.042,122.111.915,248.667.795,670.311.286,4.165.839.515,-705.122.714.427.787,
07/07/1942,, Broken Head, Australia,Military - Royal Australian Air Force,,Chelyabinsk,Chongqing,Lockheed Hudson,A16-198,,10,10,0,NaN, NaN,295.585.712,1.065.492.822,551.598.408,614.025.547,
1/14/1993,08:30, Bronson Creek, Canada,Central Mountain Air Services,,Chetumel,Palermo,Douglas C-47A,C-FAAM,9862,2,2,0,455.323.964,-1.228.672.561,3.811.127,133.534.422,NaN, NaN,The aircraft exploded in the air at an altitude of 4 000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.
8/14/1996,, Bronson Creek, Canada,Air North,,Salt Lake City,Tampico,Douglas DC-4,C-FGNI,10389/120,3,1,0,455.323.964,-1.228.672.561,222.170.473,-978.463.662,407.670.126,-1.118.904.308,
03/03/1942,, Broome, Australia,Military - U.S. Army Air Force,,Chicago,Rome,Consolidated B-24 Liberator,40-2370,,33,19,0,421.455.623,-758.404.114,418.933.439,124.830.718,418.755.546,-876.244.212,Crashed into high ground in fog after losing an engine. The plane was named 'City of Washington.'
7/13/1956,15:35, Brows Mills, New Jersey,Military - U.S. Air Force,,Chichen Itza,Bowling Green,Douglas C-118A,53-3301A,,66,46,0,NaN, NaN,369.903.199,-864.436.018,2.068.285.195,-885.687.195.355.205,After developing engine trouble the pilot tried to parachute out of the plane but the parachute got caught on the plane and the pilot was dragged to his death.
3/15/1973,14:00, Brunswick, Maine,Military - U.S. Navy,,Westover AFB,San Juan,Lockheed P-3B Orion,152749,185-5189,5,5,0,5.227.165.645,105.203.138.303.942,1.838.423.905,-660.534.398.736.473,38.742.578,-935.734.949,
2/15/1961,10:05, Brussels, Belgium,Sabena,548,Vancouver,Cachimbo,Boeing B-707-320,OO-SJB,17624/92,72,72,1,NaN, NaN,-18.488.051,-43.642.542,492.608.944,-1.231.139.383,Crashed into a mountainside at an altitude of 4 500  feet during a snowstorm.
03/05/1963,13:27, Buca, Cameroon,Air Afrique,,Jinhae,Veracruz,Douglas DC-6B,F-BIAO,45479/996,55,55,0,383.385.885,272.433.177.453.994,19.333.333,-96.666.667,351.574.563,1.287.019.535,The french postal plane crashed into mountains.
03/02/1951,, Buea, Nigeria,Air France,,Chabua,Palali base,Douglas DC-4,F-BBDO,42992,29,29,0,NaN, NaN,NaN, NaN,274.866.837,951.720.877,The mail plane flew into Bluff Mountain in dense fog.
11/07/1984,, Buenavista, Philippines,Military - Philippine Air Force,,Beijing,Colorado Springs,Bell UH-1H,,,30,30,0,NaN, NaN,388.339.578,-1.048.253.485,399.059.093,1.163.913.489,The plane carrying mail  crashed into a field  turned over and burst into flames. There was heavy fog in the area of the accident.
11/01/1957,09:00, Buenos Aires, Argentina,Fuerza AÇ¸rea Argentina,,Rome,Kansas City,Vickers 615 Viking 1B,T-11,188,33,17,1,-34.612.869,-584.459.789,390.844.687,-945.630.298,418.933.439,124.830.718,
1/23/1985,10:35, Buga, Colombia,AIRES Colombia,,Reynosa,Medellin,Embraer 110P1 Bandeirante,HK-2638,110341,17,17,0,515.351.833,235.646.188,NaN, NaN,260.704.018,-982.963.932,Wreckage found 10/26/1958.
12/20/1995,21:38, Buga, Colombia,American Airlines,965,Paris,Constanta,Boeing B-757-223,N651A,24609,164,160,0,515.351.833,235.646.188,NaN, NaN,488.565.056,23.521.334,Shortly after taking off from Kansas City  one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter  brought about by moisture leaking into the wing's interior  weakening the glue that bonded the wooden spars. Notre Dame football coach  Knute Rockne  43  killed.
02/03/1986,03:03, Bugulma, Russia,Aeroflot,,Training,Copenhagen,Antonov AN-24B,CCCP-46423,7304108,38,38,0,545.384.152,527.955.953,556.867.243,125.700.724,3.774.919.975,-12.239.968.795,Fuselage failure. Four were seriously injured and both the pilot and radio operator were killed.
11/26/1991,05:02, Bugulma, Russia,Tartarstan Airlines,,Memphis,East Berlin,Antonov AN-24,CCCP-47823,17307204,41,41,0,545.384.152,527.955.953,525.141.994,134.880.687,351.490.215,-900.516.285,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.
01/09/2008,16:00, Bukavu, Congo,Air Serv Internatiional/CemAir,,Caomo,Copenhagen,Beechcraft 1900C-1,ZS-OLD,UC-137,17,17,0,NaN, NaN,556.867.243,125.700.724,NaN, NaN,Crashed  onto a golf course and burst into flames after circling the airport twice to land.
05/08/1983,, Bula, Indonesia,Bali International Air Service,,Belem,Seattle NAS,Britten-Norman BN-2A-21 Islander,PK-KNF,745,2,2,0,-35.150.949,217.437.213,NaN, NaN,31.710.799,351.988.002,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.
03/09/1968,21:25, Burgas, Bulgaria,Bulair TABSO,,Mexico City,La Paz,Ilyushin IL-18,LZ-BEG,187009101,89,47,0,444.847.464,214.983,-16.495.647,-68.133.542,194.325.301,-991.332.102,
2/16/1952,17:34, Burgio, Italy,Hunting Air Travel,,Ratmalana,Rosario,Vickers 614 Viking 1,G-AHPI,142,31,31,0,37.599.442,1.329.015,NaN, NaN,NaN, NaN,Crashed into a mountain and burned in poor visibility.
04/09/2000,15:10, Burketown, Australia,Charter - Central Air,,Denver,Glasgow,Beechcraft SKA 200,VH-SKC,BB-47,8,8,0,-177.400.597,1.395.465.396,55.861.147,-42.499.891,NaN, NaN,
8/24/2008,09:40, Caba¤as, Guatemala,AÇ¸reo Ruta Maya,,Detroit,Chichen Itza,Cessna 208B Grand Caravan,TG-JCS ,208-00327,14,11,0,NaN, NaN,2.068.285.195,-885.687.195.355.205,423.486.635,-830.567.375,Did not gain altitude while taking off. The landing gear hit the top of a dam and the plane crashed.
02/07/2000,10:50, Cagayancillo, Philippines,Military - Philippine Air Force,,Condoto,Aberdeen,GAF Nomad N-22C,N286,86,15,14,0,968.441.895,121.191.261.036.286,571.452.452,-20.913.745,509.567.995,-765.114.836.174.094,After circling in fog for half an hour  the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure.
01/04/2002,07:25, Cairns, Australia,Air Taxi,,Tel Aviv,Cristobal,Shrike Commander 500S,VH-UJB,3152,4,4,0,-169.204.963,1.457.719.011,93.530.018,-799.045.593,320.804.808,347.805.274,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.
2/20/1956,02:40, Cairo, Egypt,Transport Aerien Intercontinentaux (France),,Paris,drilling rig Golbal Sante Fe Monach,Douglas DC-6B,F-BGOD,43835/380,64,52,0,300.488.185,312.436.663,NaN, NaN,488.565.056,23.521.334,
5/15/1962,, Cairo, Egypt,United Arab Airlines,,Oslo,Uribe,Douglas DC-3,SU-AJM,,3,3,0,300.488.185,312.436.663,430.984.648,-277.213.904.143.526,599.132.694,107.391.112,
12/11/1980,23:53, Cairo, Egypt,Military - U.S. Air Force,,London,Arauca,Lockheed C-141A,67-0030,6281,13,13,0,300.488.185,312.436.663,66.666.755,-710.000.086,515.073.219,-0.1276474,The aircraft caught fire in mid air and crashed.
10/06/1986,, Cairo, Egypt,EgyptAir,,Buckley ANGB,Cartagena,Fokker F-27 Friendship 500,SU-GAD,10659,26,23,0,300.488.185,312.436.663,104.236.044,-75.524.172,397.078.055,-104.758.286,
05/02/1955,10:04, Calabar, Nigeria,West African Airways,,Cochabamba,Cuenca,Bristol 170 Freighter 21E,VR-NAD,12779,13,13,0,49.795.999,83.373.597,400.681.156,-21.348.241,-173.935.419,-661.570.139,
5/21/2002,19:30, Calabar, Nigeria,Sky Executive Air Services,,Corrientes,Cuenca,LET 410UVP,9Q-CEX,851402,5,5,0,49.795.999,83.373.597,400.681.156,-21.348.241,-285.912.315,-579.394.658,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.
4/28/1960,08:22, Calabozo, Venezuela,Linea Aeropostal Venezolana,,London,Cuenca,Douglas DC-3,YV-C-AFE,15353/26798,13,13,0,85.843.653,-763.139.852,400.681.156,-21.348.241,515.073.219,-0.1276474,
9/22/1943,06:00, Calcutta, India,Military - U.S. Army Air Forces,,Cozumel,Porto Velho,Douglas C-53,42-6471,4923,20,20,0,22.568.746,883.462.999,-87.494.525,-638.735.438,204.488.829,-869.121.241,Crashed in a severe rainstorm while attempting to land.
5/27/1944,, Calcutta, India,China National Aviation Corporation,,Miller field,McGuire AFB,Douglas DC-3,,,14,14,0,22.568.746,883.462.999,400.425.795,-745.842.472.263.889,428.575.053,-1.005.476.333,Crashed into San Francisco Bay shortly after taking off from Oakland airport.
4/30/1954,09:18, Calcutta, India,Darbhanga Aviation,,Santiago,Miami,Douglas C-47A-30-DK,VT-DEM,13792,11,5,0,22.568.746,883.462.999,257.742.658,-801.936.589,-334.377.968,-706.504.451,
11/29/1970,14:30, Cam Ranh, South Vietnam,Military - U.S. Air Force,,Gas platform Clipper,Curitiba,Fairchild C-123K,54-0649,,44,42,0,119.166.696,10.914.861,NaN, NaN,NaN, NaN,A wing buckled as the plane was attempting to land and the plane crashed.
12/10/1962,, Camona, Spain,Iberia Airlines,,Villavicencio,Jundiai,Convair CV-440 -62,EC-ATB,443,18,18,0,457.657.633,-1.110.813.381,NaN, NaN,41.315.113,-736.206.667,
03/10/1968,, Camp Evans, Vietnam,Military - U.S. Air Force,,Cucuta,Catumbela,de Havilland Canada C-7B Caribou,63-9753,213,13,13,11,320.752.009,-818.187.975,-124.315.956,135.446.725,78.971.458,-725.080.387,The mail plane crashed 8 miles west of Salt Lake airport. It is believed the plane overturned while attempting to land in the dark.
03/10/1968,16:10, Camp Evans, South Vietnam,Military - U.S. Air Force / Military -  U.S. Army,,Cucuta,Lima,de Havilland C-7B / Boeing Vertol CH-47A,639753/6619041,,25,25,0,NaN, NaN,-12.0,-76.833.333,78.971.458,-725.080.387,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.
02/06/1994,18:00, Campbeltown, Scotland,Military - Royal Air Force,,Guayaquil,Lima,Boeing Vertol Chinook HC-2 (helicopter),ZD576,MA036,29,29,0,554.282.582,-56.029.617,-12.0,-76.833.333,-22.124.357,-79.895.812,Crashed in fog while attempting to land.
3/15/2005,00:15, Campbeltown, United Kingdom,Loganair,,Quito,Hue,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,2,0,554.282.582,-56.029.617,471.817.585,195.060.937,-0.2201687,-785.120.913,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.
10/30/1957,, Campeche, Mexico,Transportes Aereos Mexicanos,,Quito,Da Nang,Fairchild C-82A,XA-LIW,,3,3,0,19.0,-90.5,160.679.814,1.082.119.396,-0.2201687,-785.120.913,Under orders from his supervisor  the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.
02/10/1998,09:45, Canaima, Venezuela,Servivensa,,Mato Grosso,Da Nang,Douglas DC-3C,YV-611C,1977,27,1,0,NaN, NaN,160.679.814,1.082.119.396,-122.115.009,-555.716.547,Disappeared while en route on a 45 minute flight.
08/01/1928,, Canajoharie, New York,Colonial Western Airlines,,Terhan,Dakar,Fairchild FC-2,,39,3,3,0,429.056.288,-745.718.073,146.930.042,-17.447.026,NaN, NaN,Crashed in heavy fog a few minutes after taking off from Rockford. A witness said the plane caught fire after an explosion in mid air and crashed.
06/07/1972,, Canary Islands, Spain,Aviaco,331,Curacao,Dakar,McDonnell Douglas DC-8-52,EC-ARA,45617/136,10,10,0,NaN, NaN,146.930.042,-17.447.026,121.845,-689.640.917.594.077,Crashed into a canyon in mountains during a snowstorm.
8/13/1940,10:15, Canberra, Australia,Military - Royal Australian Air Force,,Sao Paulo,Dakar,Lockheed Hudson A16-97,,,10,10,0,-352.819.367,149.128.894,NaN, NaN,-235.476.397,-46.637.365,Struck an irrigation ditch and caught fire  during landing.
05/05/1989,, Cancun, Mexico,Aero Cozumel,,Curitiba,Dalian,Britten Norman BN-2A Trislander II,XA-JPE,1051,19,6,0,211.708.906,-868.403.165,38.920.716,1.216.388.678,-254.295.985,-492.713.192,Mail plane crashed.
5/15/1993,, Cancun, Mexico,Carga del Caribe,,Ondjiva,Berlin,Douglas DC-6BF,XA-SEA,43825/315,5,3,0,NaN, NaN,525.170.365,133.888.599,-170.705.234,157.280.115,Crashed into mountainous terrain in the Spessart mountains in fog.
3/17/1960,15:25, Cannelton, Indiana,Northwest Orient Airlines,710,Cuzco,Amman,Lockheed 188C Electra,N121US,1057,63,63,0,NaN, NaN,316.586.023,363.218.537.769.723,-135.212.349,-719.711.244,
11/09/1968,10:30, Cap d'Antibes, France,Air France,1611,Cuzco,Damascus,Sud-Aviation Caravelle 3,F-BOHB,244,95,95,0,435.548.344,71.284.027,335.130.695,363.095.814,-135.212.349,-719.711.244,
11/03/1928,, Cape Griz Nez, France,Air Union,,Pleiku,Daraim,Farman F-60 Goliath,F-AEFC,,2,2,0,446.308.885,-1.249.812,NaN, NaN,139.862.612,1.080.027.018,Crashed into an orchard after striking power lines in fog.
11/22/1996,19:30, Cape Mendocino, CA,Military - U.S. Air Force,,Taiwan,Manila,Lockheed HC-130P Hercules,64-14856,4072,11,10,0,NaN, NaN,145.906.216,1.209.799.696,239.739.374,1.209.820.179,The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.
10/05/1975,, Cape Paterson, Australia,Air Express,,Hue,Davao,Bristol 170 Freighter 21E,VH-SJQ,12807,2,2,0,391.354.565,-1.236.352.913,6.610.975,125.429.865.187.273,471.817.585,195.060.937,
5/26/1971,15:00, Capetown, South Africa,Military - South African Air Force,,Bouceif,Fort Worth,Hawker Siddeley HS 125-400B (3),01/02/2003,25177/25181/25182,11,11,0,-386.717.208,1.456.160.882,32.753.177,-973.327.459,180.979.661,-159.683.772,
3/28/1950,, Cap-Ferret, France,SEMAF,,Lisbon,Delhi,Latecoere 631 (sea plane),F-WANU,3,12,12,0,404.662.424,-124.367.277,286.572.914,772.272.603,387.130.574,-91.380.056,
08/04/1947,, Caracas, Venezuela,Linea Aeropostal Venezolana,,Paris,Delhi,Douglas C-47A,YV-C-ALO,,27,27,0,NaN, NaN,286.572.914,772.272.603,488.565.056,23.521.334,Crashed and burned  in fog while attempting to land at Burbank Airport. Both pilots and the radio man were killed.
12/25/1952,, Caracas, Venezuela,Avensa,,Beijing,Destin,Douglas DC-3,YV-C-AVX,7391,5,3,0,10.506.098,-669.146.017,303.935.337,-864.957.834,399.059.093,1.163.913.489,The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasnâ€™t found until March 22  1934.
09/03/1961,15:00, Caracas, Venezuela,Linea Aeropostal Venezolana,,Test flight,Tribuvan,Douglas DC-3,YV-C-AZQ,19986,12,12,0,10.506.098,-669.146.017,NaN, NaN,372.363.025,-1.158.118.046,Crashed into a skeleton of an old windmill  500 yards from the edge of the field while practicing night landings.
12/12/1968,22:02, Caracas, Venezuela,Pan American World Airways,217,Frankfurt,Barcelona,Boeing B-707-321B,N494PA,19696/688,51,51,0,NaN, NaN,413.825.596,21.771.353,501.106.529,86.820.934,The mail plane struck a mountain and burned encountering poor weather conditions.
03/12/1969,, Caracas, Venezuela,Air France,212,Beirut,Xi'an,Boeing B-707-328B,F-BHSZ,18459/335,62,62,0,10.506.098,-669.146.017,NaN, NaN,338.959.203,3.547.843,
03/03/1978,, Caracas, Venezuela,LAV - Linea Aeropostal Venezolana,,Prague,Tengchung,British Aerospace 748 2A,YV-45C,1744,47,47,0,10.506.098,-669.146.017,NaN, NaN,NaN, NaN,
1/23/1990,07:35, Caracas, Venezuela,Military - Venezuelan Navy,-,Faisabad,Croydon,CASA 212-200 Aviocar,ARV-0210,268,25,25,0,10.506.098,-669.146.017,513.713.049,-0.101957,NaN, NaN,
12/03/1950,14:50, Cardiff, Wales,Fairflight Ltd.,,Davao,Nairobi,Avro 689 Tudor 5,G-AKBY,1417,83,80,0,514.835.299,-31.836.873,-12.832.533,368.172.449,6.610.975,125.429.865.187.273,Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed.
05/05/1972,22:24, Carini, Italy,Alitalia,112,Cotabato,Djibouti,McDonnell Douglas DC-8-43,I-DIWB,45625/150,115,115,0,38.131.172,131.818.847,1.185.677.545,427.577.845.199.437,7.27,124.86,The mail plane ditched into the English Channel after encountering 60 mile-an-hour gale force winds.
4/29/1952,04:40, Carolina, Brazil,Pan American World Airways,202,Houston,Doha,Boeing 377-10-26 Stratocruiser,N1039V,15939/12,50,50,0,1.836.402.775,-659.526.467.497.241,253.014.957,514.996.673.988.223,297.589.382,-953.676.974,Became lost and circled  until the plane struck an oak tree and crashed onto a island in the bayou.
2/25/1994,, Carpish, Peru,Expresso AÇ¸reo,,Kathmandu,Florencia,Yakovlev YAK-40,OB-1559,9640950,31,31,0,NaN, NaN,437.698.712,112.555.757,277.076.762,853.148.882,
8/21/1995,12:53, Carrollton, GA,AtlantiSoutheast Airlines,529,Gwalior,St. Petersburg,Embraer 120-RT Brasilia,N256AS,120-122,29,10,0,335.801.103,-850.766.113,277.703.796,-826.695.085,26.2,78.2,
08/12/1959,16:57, Cartagena, Colombia,Sociedad Aeronautica Medellin,,Memphis,Douala,Curtiss C-46A,HK-515,26941,45,45,0,104.236.044,-75.524.172,405.372.875,966.430.682.570.031,351.490.215,-900.516.285,
1/15/1966,20:55, Cartagena, Colombia,AVIANCA,4,Panchkhal,Monrovia,Douglas DC-6-54B,HK-730,18325,64,56,0,104.236.044,-75.524.172,63.280.343,-107.977.882,276.575.601,856.236.287,The mail plane crashed in a snowstorm. The pilot died two days later from his injuries.
10/16/1947,, Cartegena, Spain,Societe Aerienne du Littoral,,Stuttgart,Salt Lake City,Bristol 170 Freighter I,F-BCJN,12788,43,41,0,335.619.821,-1.177.230.011,NaN, NaN,487.784.931,91.800.456,
5/18/1958,04:30, Casablanca, Morocco,Sabena,,Lanzhou,Dubrovnik,Douglas DC-7C,OO-SFA,45157/737,65,61,0,335.939.157,-76.176.293,426.410.479,181.094.217,NaN, NaN,Went into a vertical bank and crashed and burned.
03/03/1977,15:00, Cascina, Italy,Military - Italian Air Force,,Kunming,Mactan Island,Lockheed C-130H,MM61995,4491,44,44,0,436.766.738,105.492.244,102.929.096,1.239.769.982,250.515.153,1.027.017.638,
11/11/1945,23:45, Castel, Libya,Military -Royal Air Force,,Cologne,Amsterdam,Short Stirling,PJ950,,29,29,0,480.194.908,-46.167.273,52.374.436,48.979.956.033.677,509.383.611,69.599.738,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
4/14/1958,20:07, Castell de Fels, Spain,Aviaco,,Abidjan,Douala,de Havilland DH-114 Heron 2D,EC-ANJ,14113,16,16,0,NaN, NaN,405.372.875,966.430.682.570.031,54.091.179,-40.422.099,The mail plane crashed while taking off.
9/27/1949,, Castilla, Argentina,Flota AÇ¸rea Mercante Argentina,,Mogadishu,Houston,Douglas C-54A-1-DO,LV-ABI,7445,27,5,0,-3.895.939.155,-679.333.162.502.728,297.589.382,-953.676.974,20.427.779,453.385.636,The mail plane crashed into a ravine.
8/20/1982,, Castries, Saint Lucia,Inter Island Air Services,,Amman,East London,Britten-Norman BN-2A Islander,VP-LAE,160,10,10,0,140.095.719,-609.903.195,-330.191.604,278.998.573,316.586.023,363.218.537.769.723,
03/02/1998,15:15, Cavalese, Italy,Military - U.S. Marine Corps,-,San Vicente del Caguan,Paris,Grummand EA-6B,163045/CY-02,P-130,2,0,20,462.912,114.604.332,488.565.056,23.521.334,21.133.577,-747.719.119,The aircraft crashed into tops of two houses and smashed into a third  bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination.
3/17/1957,01:30, Cebu, Philippines,Military - Philippine Air Force,,Anapa,Anchorage,Douglas C-47 Skytrain,PI-C-,,25,24,0,10.45,123.84,61.218.056,-1.499.002.806,448.942.722,373.168.873,The airliner was crusing at about 4 000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven  this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger in an attempt to commit suicide.
06/10/1955,07:26, Centennial, Wyoming,United Air Lines,409,Cotonou,Prague,Douglas DC-4,N30062,18389,66,66,0,395.680.644,-10.497.783.071.285,500.874.401,144.212.556,6.367.682,24.252.292,While cruising at 1 600 feet off New Jersey  strong air currents droped the ship to 700 feet before leveling off.  Before it could regain a safe height  it plummeted into the AtlantiOcean. Decision by the commander to fly into a storm despite the presence of lightning.
04/11/1940,04:42, Centerville, Utah,United Air Lines,16,Accra,Eindhoven AB,Douglas DC-3,NC16086,1925,10,10,0,312.579.584,-95.978.292,51.424.822.217.641,554.765.628.795.144,55.600.141,-0.2057437,Crashed into a mountain.
10/15/1943,23:17, Centerville, Tennessee,American Airlines,63,Los Angeles,Rivadavia,Douglas DC3-G102,NC16088,1588,15,15,0,312.579.584,-95.978.292,-236.367.482,-628.785.120.876.681,34.053.717,-1.182.427.266,Crashed on a test flight before delivery to Eurasia in China.
1/25/1930,, Ceuta, Spain,Aeropostale,,Tizla,Los Angeles,Latecoere 25,F-AJCL,,2,2,0,NaN, NaN,34.053.717,-1.182.427.266,NaN, NaN,Crashed during a storm while attempting to make an emergency landing.
07/04/1999,00:33, Ceyhan, Turkey,Turkish Airlines (THY),5904,Basilan,Santa Katarina,Boeing 737-4Q8,TC-JEP,25378/2732,6,6,0,370.283.058,358.171.007,-270.628.367,-51.114.965,6.578.645,122.034.922,Crashed while landing in fog.
09/01/2003,08:43, Chachapoyas, Peru,TANS Airlines,222,Shannon,Rome,Fokker 28 Fellowship 1000,OB-1396,11100,46,46,0,-63.404.357,-77.803.158,418.933.439,124.830.718,371.498.052,-914.328.245,Crashed in a thickly wooded area upon taking off after the pilot became lost in fog.
4/30/1968,, Chaklala, West Pakistan,Military - Pakistan Air Force,,Yaounde,London,Lockheed Martin L-100-10,64145,,22,22,0,335.878.597,730.872.416,515.073.219,-0.1276474,38.689.867,115.213.344,
01/12/1950,, Chamaran, Iran,Iran Air,,Laredo,Elizabethville,Douglas DC-3,EP-AAJ,13572,8,8,0,4.895.879.765,-740.624.082.784.758,405.489.742,-768.119.151,275.060.991,-995.088.979,While en route to Chicago  the aircraft was destroyed by an explosive device placed in the cargo hold  consisting of nitro-glycerin and attached to a timing device. This was the first proven case of sabotage in the history of commercial aviation.
7/26/1989,, Chana, Angola,Military - Angolan Air Force,,Port Elizabeth,Point Alert,Antonov AN-26,,,48,42,0,NaN, NaN,824.974.436,-623.522.376,-339.434.595,255.327.401,
7/19/1935,14:20, Chandeleur Island, Mississippi,Wedell-Williams Air Service Corporation,,New York City,Krasnoyarsk,General 102-E,NC-492K,,2,2,0,298.357.573,-888.344.696,560.082.556,928.702.365,407.305.991,-739.865.812,
10/29/1940,, Changyi, China,China National Aviation Corporation,,Edmonton,Ensenada,Douglas DC-2,NC14297,1369,14,9,0,36.854.566,119.393.867,31.860.742,-1.166.248.246,535.343.609,-1.135.065.085,Crashed and burned.
7/31/1936,, Channel Islands, Jersey,Guernsey Airways,,Eglisau,Ercan,Saro Cloud,G-ABXW,A-19/4,7,7,0,488.005.051,-1.233.831.619,NaN, NaN,475.733.207,85.239.827,Crashed after striking an obstacle while landing in poor visibility.
1/22/1943,15:15, Chaparra, Peru,Pan American Grace Airlines,9,Villafranca,Moron,Douglas DC-3A,NC33645,4124,15,14,0,37.566.933,-65.464.521,185.602.014,-742.581.337,37.588.141,1.328.925,Crashed into the Chingshan mountain range in fog.
3/15/1963,13:55, Charana, Bolivia,Lloyd Aereo Boliviano,915,Patrol,Cleveland,Douglas DC-6B,CP-707,43547/204,41,41,0,-175.931.705,-694.465.127,NaN, NaN,508.387.435,205.190.499,Crashed due to structural failure during a test flight.
3/19/1998,14:00, Charasyab, Afghanistan,Ariana Afghan Airlines,,El Bolson,London,Boeing B-727-228,YA-FAZ,22288/1712,45,45,0,NaN, NaN,515.073.219,-0.1276474,-270.082.762,-667.427.714,
12/11/1996,18:40, Charkhidadri, India,Saudi Arabian Airlines / Kazastan Airlines,763/1907,New York City,Incirlik,Boeing B-747-168B / Ilyushin IL-76TD,HZAIH/UN-76435,22748/555/1023413428,349,349,0,NaN, NaN,379.302.193,415.238.869,407.305.991,-739.865.812,Crashed during takeoff on the ground of an insane asylum.
08/04/1951,11:35, Charleston, West Virginia,Military - U.S. Air Force,,El,Fairbanks,Douglas C-47B-DK,43-48298,25559,21,21,0,327.876.012,-799.402.728,NaN, NaN,NaN, NaN,
11/09/1974,07:34, Charlotte, North Carolina,Eastern Air Lines,212,Geneva,Bakalar AFB,McDonnell Douglas DC-9-31,N8984E,47400/443,82,70,0,352.270.869,-808.431.268,NaN, NaN,462.017.559,61.466.014,Crashed into a radio antenna tower and tore off a wing  in dense  fog.
11/11/1966,01:43, Chatham, Massachusetts,Military - U.S. Air Force,-,Rome,Omaha,Lockheed EC-121H,55-5262,4413,19,19,0,319.668.887,-810.626.008,412.587.317,-959.378.732,418.933.439,124.830.718,The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named 'Emeraude.'
5/26/2008,18:15, Chelyabinsk, Russia,Moskovia Airlines,,Manono,False Pass,Antonov An-12,RA-12957,8345508,9,9,0,551.598.408,614.025.547,548.525.566,-1.634.147.747,-1.385.084.425,-172.109.498.939.969,
4/19/1968,10:45, Cheo Reo, South Vietnam,Military - U.S. Army / Military - U.S. Army,,Edmonton,Anchorage,Bell UH-1H / Bell UH-1H (helicopter),6616441/6717255,,26,26,0,NaN, NaN,61.218.056,-1.499.002.806,535.343.609,-1.135.065.085,
06/01/1972,, Chetumal, Mexico,SAESA,,Norisk,Recife,Hawker Siddeley HS-748-230 Srs. 2A,XA-SEV,1598,23,23,0,185.020.725,-882.908.878,-80.581.077,-348.979.047,NaN, NaN,Crashed on top of Parley's canyon  20 miles from Salt Lake City shortly after taking off for Cheyenne.
