Date,Time,cityAccidente,countryAccidente,Operator,cityOrigen,cityDestino,Type,Aboard,Fatalities,Ground,latAccidente,lonAccidente,latDestino,lonDestino,latOrigen,lonOrigen,Summary
3/17/57,1:30, Cebu, Philippines,Military - Philippine Air Force,Anapa,Anchorage,Douglas C-47 Skytrain,25,24,0,10.45,123.84,61.218056,-149.9002806,44.8942722,37.3168873,The airliner was crusing at about 4 000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven  this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger in an attempt to commit suicide.
11/24/56,, Eglisau, Switzerland,Ceskoslovenske Aerolinie,Tapachula,Salisbury,Ilyushin IL-12B,23,23,0,47.5733207,8.5239827,51.0736612,-1.7951176,14.9099409,-92.2649713,The German mail plane crashed into a swamp.
2/24/56,, Aleppo, Syria,Syrian Airways,Veracruz,Eielson,Douglas DC-3,19,19,0,36.197971,37.1656697,64.6755195,-147.0571961,19.333333,-96.666667,
2/14/56,, Fort Chimo, Canada,Spartan Air Services,Hat Yai,Bacolod,Douglas C-47-DL,3,2,0,58.1037948,-68.4057159,10.6762836,122.9513786,7.0030951,100.4567271,The mail plane crashed several minutes after taking off from Regina
11/30/55,22:00, Ballico, California,Military - U.S. Air Force,Manokwari,Port Harcourt,Boeing RB-52B,10,10,0,37.4543809,-120.7060337,4.7676576,7.0188527,-0.8571545,134.0787709,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
11/8/55,14:20, Edelweiler, West Germany,Military - U.S. Air Force / Military - U.S. Air Force,Bulchi,Kano,Fairchild C119G / Fairchild C119G,66,66,0,48.5376642,8.5424723,11.9918671,8.5303654,36.3231001,74.8732983,
6/10/55,7:26, Centennial, Wyoming,United Air Lines,Cotonou,Prague,Douglas DC-4,66,66,0,39.5680644,-104.9778307,50.0874401,14.4212556,6.367682,2.4252292,While cruising at 1 600 feet off New Jersey  strong air currents droped the ship to 700 feet before leveling off.  Before it could regain a safe height  it plummeted into the AtlantiOcean. Decision by the commander to fly into a storm despite the presence of lightning.
5/21/55,, Barcelona, Venezuela,Linea Aeropostal Venezolana,Dzhida,Miami,Douglas C-47-DL,13,4,0,41.3825596,2.1771353,25.7742658,-80.1936589,50.4478895,104.2442704,
5/2/55,10:04, Calabar, Nigeria,West African Airways,Cochabamba,Cuenca,Bristol 170 Freighter 21E,13,13,0,4.9795999,8.3373597,40.0681156,-2.1348241,-17.3935419,-66.1570139,
12/18/54,, Bolivar, Venezuela,Linea Aeropostal Venezolana,Bogata,Memphis,Douglas C-47A,2,2,0,33.7702263,-90.8519798,35.1490215,-90.0516285,44.2068165,27.11670402,The air taxi crashed into Puget Sound as it attempted to take off.
10/1/54,9:50, Elba, Italy,British Overseas Airways,Tual,Kathmandu,de Havilland DH106 Comet 1,35,35,0,13.6863551,44.6350666,27.7076762,85.3148882,-5.5895059,132.823647,
9/8/54,0:08, Azores, Portugal,AVIANCA,Darwin,El Paso,Lockheed 749A-79 Constellation,30,30,0,38.7434706,-28.36164038,31.8111305,-106.5013493,-12.46044,130.8410469,Weather related.
8/23/54,11:35, Dutch Coast, North Sea,KLM Royal Dutch Airlines,Banjarmasin,Manila,Douglas DC-6B,21,21,0,44.629259,-124.061735,14.5906216,120.9799696,-3.3197681,114.591343,
6/19/54,, Folkestone, England,Swissair,Kinshasa,Helsinki,Convair CV-240-4,9,3,0,51.0887105,1.1663557,60.1666277,24.9435079,-4.3217055,15.3125974,
6/1/54,17:20, Aldbury, England,Military -Royal Air Force,Belem,Iwakuni,Vickers Valetta,17,16,0,51.8022069,-0.6015429,34.1484223,132.2005462,31.710799,35.1988002,
4/30/54,9:18, Calcutta, India,Darbhanga Aviation,Santiago,Miami,Douglas C-47A-30-DK,11,5,0,22.568746,88.3462999,25.7742658,-80.1936589,-33.4377968,-70.6504451,
6/15/53,, Copiapo, Chile,LAN,Johannesberg,Prague,Lockheed 18 Loadstar,7,7,0,-27.3664587,-70.3323001,50.0874401,14.4212556,-26.205,28.0497222,Midair collision with an I-5 fighter at 2 300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed 'Maxim Gorky.'  Pilot error. Forty-nine killed on the Tupolev  one on the I-5
3/8/53,2:28, Fethiye Point, Turkey,Air France,Dnepropetrovsk,Nagoya,Lockheed L- 749A Constellation,42,4,0,36.6253817,29.20900403,35.183333,136.9,48.4680221,35.0417711,Crashed into the Black Forest mountains in poor weather conditions. One stewardess survived.
1/9/53,, Barcelonnette, France,Air France,Bogota,Ibague,Lockheed 749A Constellation,42,42,0,44.3862043,6.6513554,4.4435487,-75.2411321,4.5980478,-74.0760867,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed.
12/25/52,, Caracas, Venezuela,Avensa,Beijing,Destin,Douglas DC-3,5,3,0,10.506098,-66.9146017,30.3935337,-86.4957834,39.9059093,116.3913489,The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasnÃ¢â‚¬â„¢t found until March 22  1934.
11/15/52,, Anchorage, Alaska,Military - U.S. Air Force,Tripoli,Japan,Fairchild C-119C,20,20,0,61.218056,-149.9002806,36.5748441,139.2394179,32.896672,13.1777923,
10/29/52,8:30, Flagstaff, Arizona,Military - U.S. Air Force,Sharjah,Birgas,Boeing KC-97G Stratofreighter,16,16,0,35.199458,-111.6514259,30.0356295,31.2334064,25.21749685,55.79544102,Caught fire after a ground looping.
6/9/52,15:40, Farnsborough, England,Private - de Havilland Aircraft,Dubai,Craig,de Havilland 110,1,1,52,43.0189591,-81.1980276,55.489642,-133.1288512,25.2683521,55.2961962,
4/29/52,4:40, Carolina, Brazil,Pan American World Airways,Houston,Doha,Boeing 377-10-26 Stratocruiser,50,50,0,18.36402775,-65.95264675,25.3014957,51.4996674,29.7589382,-95.3676974,Became lost and circled  until the plane struck an oak tree and crashed onto a island in the bayou.
10/27/51,19:00, Flores, Guatemala,Military - Guatemalan Air Force,Khewra,Abakan,Douglas C-47,27,25,0,17.16434955,-89.52368849,53.7152883,91.4388763,32.629181,73.0225154,The flying boat struck the breakwater at 60 miles an hour and burst into flames while attempting to take off.
6/5/51,12:30, Albuquerque, New Mexico,Military - U.S. Air Force,Algiers,Alma Ata,Convair B-36D,25,23,0,35.0841034,-106.6509851,43.2362314,76.9457599,28.0000272,2.9999825,
1/28/51,8:40, An tung, Taiwan,Military -Royal Air Force,Jeddah,Athens,Short Sunderland 9 (flying boat),16,16,0,-19.9160819,-175.2026424,33.9595974,-83.376678,21.5822247,39.1640396,
12/6/50,21:52, Bahrain,,Air France,Vientiane,Washington D.C.,Douglas DC-4-1009,52,46,0,26.1551249,50.5344606,38.8949549,-77.0366456,17.9640988,102.6133707,
12/3/50,14:50, Cardiff, Wales,Fairflight Ltd.,Davao,Nairobi,Avro 689 Tudor 5,83,80,0,51.4835299,-3.1836873,-1.2832533,36.8172449,6.610975,125.4298652,Former American army flyer Donald Duke was killed when his plane carrying Bolivian army supplies crashed.
7/18/50,, Bocoio, Angola,DTA Angola Airlines,San Diego,Palermo,Douglas DC-3,9,9,0,-12.4690414,14.1370622,38.11127,13.3534422,32.7174209,-117.1627714,The aircraft crashed into lake Constance while attempting to landing.
6/14/50,21:55, Bahrain,,Air France,Cayenne,Havana,Douglas DC-4-1009,53,40,0,26.1551249,50.5344606,23.1379911,-82.3658562,4.9371143,-52.3258307,
5/8/50,22:00, Fairfield, California,Military - U.S. Air Force,Katmandu,Brazzaville,Boeing B-29MR,20,12,7,38.2493581,-122.0399663,-4.2694407,15.2712256,27.7076762,85.3148882,Crashed after being struck by lightning.
4/21/50,23:25, Atsugi, Japan,Military - U.S. Air Force,Batavia,Wainwright,Douglas C-54D,35,35,0,35.4603975,139.3175055,52.8374281,-110.8612063,41.8500284,-88.3125738,
3/28/50,, Cap-Ferret, France,SEMAF,Lisbon,Delhi,Latecoere 631 (sea plane),12,12,0,40.4662424,-124.367277,28.6572914,77.2272603,38.7130574,-9.1380056,
1/12/50,, Chamaran, Iran,Iran Air,Laredo,Elizabethville,Douglas DC-3,8,8,0,48.95879765,-74.06240828,40.5489742,-76.8119151,27.5060991,-99.5088979,While en route to Chicago  the aircraft was destroyed by an explosive device placed in the cargo hold  consisting of nitro-glycerin and attached to a timing device. This was the first proven case of sabotage in the history of commercial aviation.
12/7/49,3:50, Bombay, India,KLM Royal Dutch Airlines,San Andres Island,Salt Lake City,Lockheed L-749-79-33 Constellation,45,45,0,18.9523804,72.8327112,40.7670126,-111.8904308,13.9365213,121.7961271,
9/27/49,, Castilla, Argentina,Flota AÃ‡Â¸rea Mercante Argentina,Mogadishu,Houston,Douglas C-54A-1-DO,27,5,0,-38.95939155,-67.93331625,29.7589382,-95.3676974,2.0427779,45.3385636,The mail plane crashed into a ravine.
8/21/49,23:30, Bigstone Lake, Manitoba,Military - Royal Canadian Air Force,Barcelona,Cozumel,Consolidated Canso (amphibian),21,21,0,55.06836885,-105.3945321,20.4488829,-86.9121241,41.3825596,2.1771353,The mail plane crashed in dense fog.
8/13/49,, Bogota, Colombia,SAETA,Caracas,Crespo,Douglas C-47,32,32,0,4.5980478,-74.0760867,10.44734055,-75.51767666,10.506098,-66.9146017,
8/2/49,19:56, Copenhagen, Denmark,Scandinavian Airlines (SAS),Marseille,Walikale,Vickers 628 Viking 1B,27,27,0,55.6867243,12.5700724,-1.4300801,28.0764028,43.2961743,5.3699525,
2/24/49,8:00, Cuzco, Peru,TAM (Peru),Hamilton,Honolulu,Douglas C-47,26,22,0,-13.5212349,-71.9711244,21.304547,-157.8556764,43.254687,-79.8678197,
2/19/49,, Coventry, England,British European Airways / Military - British,Helena,Pointe a Pitre,Douglas DC-3 / Avro Anson,14,14,0,52.4145039,-1.518763323,16.2408636,-61.5334077,46.5927122,-112.036109,The plane lost altitude while attempting an emergency landing after taking off and losing an engine. The wing hit a dyke and the plane burst into flames.
12/15/48,, Bogata, Colombia,LANSA,Caracas,Lima,Douglas C-47,30,30,0,44.2068165,27.11670402,-12,-76.833333,10.506098,-66.9146017,
10/27/48,16:50, Edmonton, Canada,Northwest Orient Airlines,Phalaborwa,Beirut,Douglas C-54A,5,2,0,53.5343609,-113.5065085,33.8959203,35.47843,-23.9485017,31.137577,The aircraft crashed into Pinetos Peak  4 miles southeast of Newhall while attempting to land at Burbank Airport in fog and rain. The pilot descended to a dangerously low altitude without positive knowledge of his position. African explorer  Martin Johnson  52  killed. Johnson suffered a fractured skull in the crash and died the next day in a hospital.
8/31/48,, Elizabethville, Belgium Congo,Sabena,Kalibo,Colombo,Douglas DC-3 (Douglas C-47A-10-DK),13,13,0,42.7715975,10.295305,6.934287,79.8532704,11.79354705,122.4413783,The mail plane crashed into the Pyrenees mountains while en route.
5/4/48,, Berlin, Germany,British European Airways / Military - Soviet Air Force,Cairns,Calabar,Vickers Viking 1B & Soviet YAK-3 fighter,15,15,0,52.5170365,13.3888599,4.9795999,8.3373597,-16.9204963,145.7719011,While attempting to make an emergency landing on the Minam river the plane hit a bolder
2/15/47,12:18, Bogota, Colombia,AVIANCA,San Antonio,Gulfport,Douglas DC-4,53,53,0,4.5980478,-74.0760867,30.3674198,-89.0928155,29.4246002,-98.4951405,Weather related.
9/6/46,13:15, Abeokuta, Nigeria,Military -Royal Air Force,Lagos,Sokoto,Douglas C-47 Dakota,18,18,0,7.161,3.348,13.0611195,5.3152203,20.0171109,103.378253,Crashed into the sea from an altitude of 3 000 ft. after being hit by British aircraft fire.
1/6/46,7:40, Amalfi, Italy,Military - U.S. Army Air Forces,Artigas,Asuncion,Douglas C-54-DO (DC-4),38,30,0,40.634808,14.604141,-25.2960638,-57.6311446,-30.6170756,-56.9373451,Crashed from a height of 500 ft. after experiencing control problems cause by malfunctioning controls.
12/7/45,14:36, Florence, South Carolina,Eastern Air Lines / Military - U.S. Army Air Corps,Kassala,Kotzebue,Douglas DC-3-201C /  Army A-26,10,3,0,43.7698712,11.2555757,66.8982057,-162.5977621,15.41184715,35.65870815,While en route from Hong Kong to Chungking  the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin.
11/11/45,23:45, Castel, Libya,Military -Royal Air Force,Cologne,Amsterdam,Short Stirling,29,29,0,48.0194908,-4.6167273,52.374436,4.897995603,50.9383611,6.9599738,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.
5/30/45,9:20, Drewin, Ivory Coast,Military - U.S. Army Air Forces,Kharkiv,Jimma,Douglas C-47B-dK,21,21,0,53.2785252,13.1037465,8.051086,37.13262896,49.9902794,36.2303893,Crashed while attempting to land. Heavy icing which rendered the plane uncontrollable.
3/11/45,2:00, Chuka, India,Military - U.S. Army Air Forces,Bogota,Winston/Salem,Douglas C-54G,44,44,0,41.9086357,24.9013284,36.0998167,-80.2441445,4.5980478,-74.0760867,Scadta was a Pan Am subsidiary.  It was operating a domestiflight  which crashed in the Colombian jungle  which was called 'Green Hell.' Five Goigira Indians  who were canoeing up the Uribe River  found pieces of clothing  and then dead bodies of five people from the crash  and the wreckage of the aircraft.  They also found a man who was alive  but dazed  exhausted  half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered  and his name was Newton C. Marshall  General Manager of South American Gold & Platinum Company.  He was the only survivor.
8/8/44,13:20, Antilla, Cuba,Pan American World Airways,Lajes,Comodoro,Sikorsky S-42 (flying boat),31,17,0,-13.6456069,-72.5728182,-13.6581107,-59.786883,38.7669312,-27.1031772,
5/27/44,, Calcutta, India,China National Aviation Corporation,Miller field,McGuire AFB,Douglas DC-3,14,14,0,22.568746,88.3462999,40.0425795,-74.58424723,42.8575053,-100.5476333,Crashed into San Francisco Bay shortly after taking off from Oakland airport.
10/15/43,23:17, Centerville, Tennessee,American Airlines,Los Angeles,Rivadavia,Douglas DC3-G102,15,15,0,31.2579584,-95.978292,-23.6367482,-62.87851209,34.053717,-118.2427266,Crashed on a test flight before delivery to Eurasia in China.
9/22/43,6:00, Calcutta, India,Military - U.S. Army Air Forces,Cozumel,Porto Velho,Douglas C-53,20,20,0,22.568746,88.3462999,-8.7494525,-63.8735438,20.4488829,-86.9121241,Crashed in a severe rainstorm while attempting to land.
1/22/43,15:15, Chaparra, Peru,Pan American Grace Airlines,Villafranca,Moron,Douglas DC-3A,15,14,0,37.566933,-6.5464521,18.5602014,-74.2581337,37.588141,13.28925,Crashed into the Chingshan mountain range in fog.
3/3/42,, Broome, Australia,Military - U.S. Army Air Force,Chicago,Rome,Consolidated B-24 Liberator,33,19,0,42.1455623,-75.8404114,41.8933439,12.4830718,41.8755546,-87.6244212,Crashed into high ground in fog after losing an engine. The plane was named 'City of Washington.'
2/20/42,, Belmont, Australia,Qantas,Florencia,Puerto Princesa,deHavilland DH-86,9,9,0,48.4095731,7.2348771,9.7376025,118.7350414,43.7698712,11.2555757,The mail plane crashed in a heavy snow storm.
10/29/40,, Changyi, China,China National Aviation Corporation,Edmonton,Ensenada,Douglas DC-2,14,9,0,36.854566,119.393867,31.860742,-116.6248246,53.5343609,-113.5065085,Crashed and burned.
4/11/40,4:42, Centerville, Utah,United Air Lines,Accra,Eindhoven AB,Douglas DC-3,10,10,0,31.2579584,-95.978292,51.42482222,5.547656288,5.5600141,-0.2057437,Crashed into a mountain.
8/15/39,, Copenhagen, Denmark,British Airways,St. Johns,Croyden,Lockheed 10 Electra,6,5,0,55.6867243,12.5700724,53.237438,-6.1522378,29.9032284,-81.4145468,
3/18/39,, Adler, Washington,Boeing Aircraft Company,Bombay,Benghazi,Boeing 307 Stratoliner,10,10,0,47.5067342,7.697178,32.117076,20.0670036,18.9523804,72.8327112,
1/10/38,, Bathurst, Gambia,Deutsche Lufthansa,Rio de Janeiro,Bridgetown,Dornier DO.18,4,4,0,47.625811,-65.6525135,13.1018264,-59.618848,-22.9110137,-43.2093727,
12/23/36,, Dallas, Texas,Braniff Airways,Misawa,Oran,Lockheed 10 Electra,6,6,0,32.7761963,-96.7968994,35.7032751,-0.6492976,40.74652,141.382843,Engine failure.
7/12/36,10:47, Dakar, French West Africa,Air France,Heraklion,Da 9999g,LatÃ‡Â¸coÃ‡Ã_re 300,5,5,0,14.6930042,-17.447026,16.0679814,108.2119396,35.3340134,25.1328543,Crash landed in mountains during a snowstorm.
9/11/35,4:40, Fort Worth, Texas,Braniff Airlines,Taipe,Tamarindo,Lockheed Vega,1,1,0,32.753177,-97.3327459,9.426528,-75.1833575,25.0375167,121.5637,The flying boat crashed on Lake Ramadi.
7/19/35,14:20, Chandeleur Island, Mississippi,Wedell-Williams Air Service Corporation,New York City,Krasnoyarsk,General 102-E,2,2,0,29.8357573,-88.8344696,56.0082556,92.8702365,40.7305991,-73.9865812,
7/10/35,2:19, Cheyenne, Wyoming,United Air Lines,Tijuana,Beirut,Boeing 247D,12,12,0,41.1399814,-104.8202462,33.8959203,35.47843,32.5288195,-117.0368346,
2/10/35,, Finders Island, Australia,Holyman Airways,Test flight,Maputo,de Havilland DH-86,5,5,0,41.38315025,-83.6176407,-25.9662133,32.5674498,37.2363025,-115.8118046,Flew into a mountain wave after taking off  went into a dive and crashed into Guanabara Bay.
4/4/33,12:30, Barnegat, New Jersey,Military - U.S. Navy,Bogota,Mogadishu,Goodyear-Zeppelin U.S.S. Akron (airship),76,73,0,39.7531754,-74.2229179,2.0427779,45.3385636,4.5980478,-74.0760867,
3/28/33,14:30, Dixmude, Belgium,Imperial Airways,Paris,Ivanovo,Armstrong Whitworth Argosy II,15,15,0,51.03411425,2.862585315,48.5095002,20.3599774,48.8565056,2.3521334,
7/16/32,,  Vitacura, Chile,Panagra,Kano,Ikeja,Ford 5-AT-C Tri Motor,9,9,0,-33.3801502,-70.56577353,6.5960605,3.340787,11.9918671,8.5303654,Shot down by British anti-aircraft fire and aircraft and crashed into the North Sea.
9/12/31,, Algiers,,Aeropostale,Ankara,Miami,CAMS 56,2,2,0,28.0000272,2.9999825,25.7742658,-80.1936589,39.9220794,32.853758,
5/10/30,2:05, Beauvais, France,Military - British Air Ministry,Namsos,Niamey,Royal Airship Works R-101,54,48,0,49.4409001,2.0866699,13.4998139,2.109485972,64.4858834,11.41334762,The plane crashed into the Waalhaven harbor.
12/19/29,, Berlin, Germany,Deutsche Lufthansa,Cagayancillo,Calabar,Arado V1,3,2,0,52.5170365,13.3888599,4.9795999,8.3373597,9.68441895,121.191261,Crashed into high ground in fog.
6/17/29,, Dungeness, England,Imperial Airways,El Obeid,Christchurch,Handley Page W-10,13,7,0,50.9141783,0.9728941,-43.530955,172.6366455,13.1833657,30.222559,Forced to ditch into the sea due to bad weather. One wing broke off due to high waves and 8 passengers hung on to the remaining wing until rescued.
11/14/25,, Boulogne-sur-Mer, France,Air Union,Oakland,La Paz,Farman F-60 Goliath,2,2,0,50.7259985,1.6118771,-16.495647,-68.133542,37.8044557,-122.2713563,
3/6/22,, Folkestone, England,Cie des Messageries Aeriennes,Pointe,Kunming,Bleriot Spad 27,3,3,0,51.0887105,1.1663557,25.0515153,102.7017638,46.7791043,-90.7865786,
3/9/15,15:20, Cuxhaven, Germany,Military - German Navy,Sydney,Singapore,Zeppelin L-10 (airship),19,19,0,53.8687798,8.6982859,1.2904527,103.852038,-33.8548157,151.2164539,The mail plane disappeared while en route.
